score,wallet,gmgn,pumpfun,maxtenminutes,winrate,traded_token,port_token,num_inside,laitren80,avg_roi,latestmonth_avg_pnl_latestmonth,pnl_latestmonth,threemonths_avg_pnl_latestmonth,pnl_threemonths,concatenated_inside
14,ATZ6KLW5z2iznBhMJogcowE3iTbDL3bLph4d4dwcFjvj,"<a href=https://gmgn.ai/sol/address/ATZ6KLW5z2iznBhMJogcowE3iTbDL3bLph4d4dwcFjvj target=_blank"">🔎 </a>",0,0,42,7,7,1,1,7,6802,47615.0,6802,47615.0,[$RIF]
14,6fuqyGtWbtx3FDMNbKv7wyqVQNxgvwmZWqrH1AVjSiDC,"<a href=https://gmgn.ai/sol/address/6fuqyGtWbtx3FDMNbKv7wyqVQNxgvwmZWqrH1AVjSiDC target=_blank"">🔎 </a>",0,3,44,26,25,4,7,79,45327,1133171.0,45327,1133171.0,[ACT degenai $RIF DOGE]
14,Fxxr4wj8MN5f3Dvxr85tPA59M3GpLtQ5q5to8VEY327g,"<a href=https://gmgn.ai/sol/address/Fxxr4wj8MN5f3Dvxr85tPA59M3GpLtQ5q5to8VEY327g target=_blank"">🔎 </a>",34,21,50,23,14,2,5,72,6492,90886.0,14417,245083.0,[RURI soliloquy]
14,5C6iqVsA19nphVfhtfCUSq1DEHNfjSGTj7BBnjdoFgZd,"<a href=https://gmgn.ai/sol/address/5C6iqVsA19nphVfhtfCUSq1DEHNfjSGTj7BBnjdoFgZd target=_blank"">🔎 </a>",21,10,43,19,16,1,2,10,6658,106528.0,6749,128231.0,[KOTARO]
13,3drY9kTvdcRXHEDUkqncyXAVqEnFLDHckiDPM7ApegmT,"<a href=https://gmgn.ai/sol/address/3drY9kTvdcRXHEDUkqncyXAVqEnFLDHckiDPM7ApegmT target=_blank"">🔎 </a>",0,1,29,134,122,3,22,27,3045,371452.0,5080,675663.0,[Fartcoin GOAT MOODENG]
14,2PPZijB2BZG7DRuRYA7Qu54daBickwYgtfHXBNMv9B7n,"<a href=https://gmgn.ai/sol/address/2PPZijB2BZG7DRuRYA7Qu54daBickwYgtfHXBNMv9B7n target=_blank"">🔎 </a>",0,0,40,5,5,1,2,285,16053,80266.0,16053,80266.0,[Fartcoin]
17,CNKhiby6pMGXARkdYoZeShCZkB5gpHxPWwZA25DCtkc2,"<a href=https://gmgn.ai/sol/address/CNKhiby6pMGXARkdYoZeShCZkB5gpHxPWwZA25DCtkc2 target=_blank"">🔎 </a>",0,0,75,4,4,0,2,25,9630,38519.0,9630,38519.0,<nil>
9,5pPX5uZKkR4Q1Temm43zReKZ6tMrx1C8SexpH4o17s1c,"<a href=https://gmgn.ai/sol/address/5pPX5uZKkR4Q1Temm43zReKZ6tMrx1C8SexpH4o17s1c target=_blank"">🔎 </a>",0,0,29,17,17,1,3,2,2291,38949.0,2291,38949.0,[LESTER]
13,7cxzyzdrJyYKXXGAaLYFaLTFW4NfA55zFgrEYnCtugDE,"<a href=https://gmgn.ai/sol/address/7cxzyzdrJyYKXXGAaLYFaLTFW4NfA55zFgrEYnCtugDE target=_blank"">🔎 </a>",0,6,28,30,28,2,4,41,5227,146344.0,5227,146344.0,[MOODENG LUCE]
14,7cYxqq8wctpSN3WTNzdF98zaFnFUuzUwycin248BcAVx,"<a href=https://gmgn.ai/sol/address/7cYxqq8wctpSN3WTNzdF98zaFnFUuzUwycin248BcAVx target=_blank"">🔎 </a>",0,0,44,9,9,1,0,0,103580,932219.0,103580,932219.0,[MOODENG]
13,6T3xhm4WZDU8q696SjTGQmRfVX8roR9JfWUbjaoY8U53,"<a href=https://gmgn.ai/sol/address/6T3xhm4WZDU8q696SjTGQmRfVX8roR9JfWUbjaoY8U53 target=_blank"">🔎 </a>",3,7,22,57,48,4,5,2,19151,919234.0,16965,1051810.0,[OMEGA Pnut POPCAT petunia]
13,2sZYgKZLGpb5z6MfYnNNhqnxToiXwWy6NwvvmVQbz6L4,"<a href=https://gmgn.ai/sol/address/2sZYgKZLGpb5z6MfYnNNhqnxToiXwWy6NwvvmVQbz6L4 target=_blank"">🔎 </a>",4,13,27,22,18,1,2,53,14480,260640.0,14480,260640.0,[Ban]
11,FmhDonUB11n5WyRCDEpxnNJhXDVw1JX1XJSD72ssQFhB,"<a href=https://gmgn.ai/sol/address/FmhDonUB11n5WyRCDEpxnNJhXDVw1JX1XJSD72ssQFhB target=_blank"">🔎 </a>",8,0,35,58,57,3,14,48,3497,199306.0,2975,172550.0,[ZOA BITCAT AVA]
13,Axu5i2bDSSrjAQYsSCYtALGNSvzNLuaCbTbReyqpQqYy,"<a href=https://gmgn.ai/sol/address/Axu5i2bDSSrjAQYsSCYtALGNSvzNLuaCbTbReyqpQqYy target=_blank"">🔎 </a>",10,0,22,10,9,1,1,-8,16076,144684.0,16076,144684.0,[ACT]
6,HVTCk8GHgMAcwjeBh9q6dekPMHYzRvQ6MwCVYFLemu3M,"<a href=https://gmgn.ai/sol/address/HVTCk8GHgMAcwjeBh9q6dekPMHYzRvQ6MwCVYFLemu3M target=_blank"">🔎 </a>",0,16,23,124,102,2,4,-7,1475,150455.0,1185,122106.0,[BARSIK LESTER]
6,3cDCdriSsgjpUERc1C2CxTqJr1J3NftiWm35pKZVFBj7,"<a href=https://gmgn.ai/sol/address/3cDCdriSsgjpUERc1C2CxTqJr1J3NftiWm35pKZVFBj7 target=_blank"">🔎 </a>",0,3,16,57,54,1,7,1,1714,92537.0,1583,87055.0,[ZEREBRO]
14,Asr7iSJsAaKR2KAo1kFAkryJ6vGWBaLCTRTkermN3CC9,"<a href=https://gmgn.ai/sol/address/Asr7iSJsAaKR2KAo1kFAkryJ6vGWBaLCTRTkermN3CC9 target=_blank"">🔎 </a>",0,0,57,7,7,1,3,116,6622,46356.0,6622,46356.0,[Nailong]
11,3H2wXwyEDu9CcDTKRaHzJLDa3hM41AhJAaH2DqoZ43NK,"<a href=https://gmgn.ai/sol/address/3H2wXwyEDu9CcDTKRaHzJLDa3hM41AhJAaH2DqoZ43NK target=_blank"">🔎 </a>",2,6,21,75,70,2,12,56,4593,321522.0,4593,321522.0,[Banana Pnut]
14,9UfK6FbBTHdrsvHpKQ18Tz125V3ttvarLuyBea7SSkdP,"<a href=https://gmgn.ai/sol/address/9UfK6FbBTHdrsvHpKQ18Tz125V3ttvarLuyBea7SSkdP target=_blank"">🔎 </a>",0,0,55,9,9,1,4,295,29568,266108.0,29568,266108.0,[Fartcoin]
11,DbZsJcgAWYfC3q9aeSDv6oCa29RuKiFBndpmbEbtKvHA,"<a href=https://gmgn.ai/sol/address/DbZsJcgAWYfC3q9aeSDv6oCa29RuKiFBndpmbEbtKvHA target=_blank"">🔎 </a>",0,7,13,28,23,1,1,5,3750,86242.0,3750,86242.0,[ACT]
14,BjMcxtNDjkbLi9F52DANggjAX1QiVc6pTX7pPpvVdoWU,"<a href=https://gmgn.ai/sol/address/BjMcxtNDjkbLi9F52DANggjAX1QiVc6pTX7pPpvVdoWU target=_blank"">🔎 </a>",0,0,57,7,7,3,3,577,251378,1759648.0,251378,1759648.0,[PESTO ZEREBRO MOODENG]
14,ABCo5u5KFzxPiFmkrPGcbGJrhoqNz2fVQccbfnNAB1UH,"<a href=https://gmgn.ai/sol/address/ABCo5u5KFzxPiFmkrPGcbGJrhoqNz2fVQccbfnNAB1UH target=_blank"">🔎 </a>",0,0,42,7,7,2,3,72,15032,105222.0,10124,111366.0,[Shoggoth ACT]
11,GkPtg9Lt38syNpdBGsNJu4YMkLi5wFXq3PM8PQhxT8ry,"<a href=https://gmgn.ai/sol/address/GkPtg9Lt38syNpdBGsNJu4YMkLi5wFXq3PM8PQhxT8ry target=_blank"">🔎 </a>",4,6,18,89,75,3,8,1,4105,307909.0,4170,337736.0,[EARL Nailong ai16z]
6,99KqN3ejV7VP7goNHbzibNLNYVrp4T7BWM5ZStasxcaF,"<a href=https://gmgn.ai/sol/address/99KqN3ejV7VP7goNHbzibNLNYVrp4T7BWM5ZStasxcaF target=_blank"">🔎 </a>",29,29,20,41,29,1,3,3,1764,51151.0,1764,51151.0,[MATL]
13,2dM6wMKS2is3jpwMueXvLfCgwveMiwB1iQNowkjx3x8S,"<a href=https://gmgn.ai/sol/address/2dM6wMKS2is3jpwMueXvLfCgwveMiwB1iQNowkjx3x8S target=_blank"">🔎 </a>",0,2,36,72,66,10,15,60,29183,1926090.0,31415,2261863.0,[ACT Fartcoin Pnut aura SIGMA HAPPY WMM USA LESTER LUCE]
11,7MRCyAXMyht4qCGZKMHXDyfEmiefnweQB48NKdrdXbr8,"<a href=https://gmgn.ai/sol/address/7MRCyAXMyht4qCGZKMHXDyfEmiefnweQB48NKdrdXbr8 target=_blank"">🔎 </a>",0,12,38,24,18,1,2,26,4115,74068.0,4115,74068.0,[OPUS]
13,5YYnf5WgpBq9Fi38NUNcSvKfcNdAxKNPCZkUfout2B7z,"<a href=https://gmgn.ai/sol/address/5YYnf5WgpBq9Fi38NUNcSvKfcNdAxKNPCZkUfout2B7z target=_blank"">🔎 </a>",0,9,31,42,35,4,8,85,14227,497947.0,12326,505382.0,[Fartcoin ZEREBRO e/acc SHEGEN]
14,4HM1wQ34WTLXfz7nzZbLTpP81KYKu7B3NvnJtE64w8Nj,"<a href=https://gmgn.ai/sol/address/4HM1wQ34WTLXfz7nzZbLTpP81KYKu7B3NvnJtE64w8Nj target=_blank"">🔎 </a>",0,5,41,18,17,2,3,21,8584,145921.0,8584,145921.0,[Fartcoin GOAT]
14,FpBkZUicffgLhma5g272hZ8zAnb3pPjvSnYPw118rEEc,"<a href=https://gmgn.ai/sol/address/FpBkZUicffgLhma5g272hZ8zAnb3pPjvSnYPw118rEEc target=_blank"">🔎 </a>",0,30,42,10,7,1,2,144,6085,42596.0,6085,42596.0,[FRED]
9,42f7cEQ5L4Ncjc4dhkiK3CmbDcDAHVGv1GpNzTMorNTD,"<a href=https://gmgn.ai/sol/address/42f7cEQ5L4Ncjc4dhkiK3CmbDcDAHVGv1GpNzTMorNTD target=_blank"">🔎 </a>",0,23,27,47,29,1,2,3,1352,39198.0,2076,74742.0,[MOTHER]
14,B2zCQxyf1Pm4TMEWBHWnbU3o1up7h4wzgbx8cCkbGhH5,"<a href=https://gmgn.ai/sol/address/B2zCQxyf1Pm4TMEWBHWnbU3o1up7h4wzgbx8cCkbGhH5 target=_blank"">🔎 </a>",0,2,44,36,34,3,7,49,6636,225623.0,6636,225623.0,[Shoggoth suwi MUMU]
13,B29X6ec9yHeFHSNMpdXfcWYScAjKyt2w6yL6bGYbGETM,"<a href=https://gmgn.ai/sol/address/B29X6ec9yHeFHSNMpdXfcWYScAjKyt2w6yL6bGYbGETM target=_blank"">🔎 </a>",0,22,25,9,8,2,2,211,15959,127673.0,15959,127673.0,[ELF koto]
14,BtPuWCTCS8sBHPpAkNbJc5E6RrZkXNdP4EhzkXaB3DsA,"<a href=https://gmgn.ai/sol/address/BtPuWCTCS8sBHPpAkNbJc5E6RrZkXNdP4EhzkXaB3DsA target=_blank"">🔎 </a>",5,5,43,17,16,2,2,1,22046,352735.0,20681,351576.0,[BITCAT $RIF]
11,NWP6aQKPf9yoX7yr1dgFzQ6ieKtv2tXjyoxLa9mLWte,"<a href=https://gmgn.ai/sol/address/NWP6aQKPf9yoX7yr1dgFzQ6ieKtv2tXjyoxLa9mLWte target=_blank"">🔎 </a>",6,27,17,125,57,4,7,-4,4597,262045.0,4493,260578.0,[BITCAT Pnut $RIF LESTER]
9,FLzPDsoV2LyErTSag77AMLNZ7yE878pahiDADxTkx7ss,"<a href=https://gmgn.ai/sol/address/FLzPDsoV2LyErTSag77AMLNZ7yE878pahiDADxTkx7ss target=_blank"">🔎 </a>",0,2,28,36,35,4,4,8,2314,80991.0,2314,80991.0,[Banana YOUSIM Pnut MONKEY]
11,9y4B3y6yQEqrEsmzxnJxYuhVQPHvk5DQHQabKjhnFnJY,"<a href=https://gmgn.ai/sol/address/9y4B3y6yQEqrEsmzxnJxYuhVQPHvk5DQHQabKjhnFnJY target=_blank"">🔎 </a>",20,12,22,145,121,4,12,25,3691,446566.0,4405,572600.0,[Pnut GOAT ZEREBRO GAYCOIN]
11,Hf6YtWq1TJTh7UcZfiN1Y3J8sDXDKckHWnjmVcd8gtPD,"<a href=https://gmgn.ai/sol/address/Hf6YtWq1TJTh7UcZfiN1Y3J8sDXDKckHWnjmVcd8gtPD target=_blank"">🔎 </a>",9,0,19,21,21,1,4,-9,3887,81623.0,3887,81623.0,[$RIF]
12,2FWvhYgz71r6b1FdZBc77YYPyJvLsjS8uMpxmuwSnx2t,"<a href=https://gmgn.ai/sol/address/2FWvhYgz71r6b1FdZBc77YYPyJvLsjS8uMpxmuwSnx2t target=_blank"">🔎 </a>",0,11,40,9,5,1,2,34,5392,26962.0,3654,58468.0,[Pnut]
8,4RrzL34AuT3gBjJ3SfNrnAXdno7UcSn4TVFtzrNqTvnJ,"<a href=https://gmgn.ai/sol/address/4RrzL34AuT3gBjJ3SfNrnAXdno7UcSn4TVFtzrNqTvnJ target=_blank"">🔎 </a>",0,12,18,32,22,3,4,8,7132,156905.0,611,17725.0,[EARL BUCK Bert]
13,CGQMwXCLkBkEZadhTVzyq6F61nZCbUCJeijNep4F6Zkt,"<a href=https://gmgn.ai/sol/address/CGQMwXCLkBkEZadhTVzyq6F61nZCbUCJeijNep4F6Zkt target=_blank"">🔎 </a>",0,11,23,26,21,3,3,16,5678,119241.0,5422,119286.0,[Pnut FRED BARSIK]
13,71CPXu3TvH3iUKaY1bNkAAow24k6tjH473SsKprQBABC,"<a href=https://gmgn.ai/sol/address/71CPXu3TvH3iUKaY1bNkAAow24k6tjH473SsKprQBABC target=_blank"">🔎 </a>",6,23,22,463,333,18,63,67,5713,1902402.0,9223,3375778.0,[DOGECAST DTF GNON Shoggoth Jorgie TOGA $URO $RIF ai16z PESTO FRED Charlie Swarm PRO MOODENG LUCE WYAC SHEGEN]
13,DFCsk3eC8c4VLMSqzzBNBwPsb3jHh562GnnMwY3jRsck,"<a href=https://gmgn.ai/sol/address/DFCsk3eC8c4VLMSqzzBNBwPsb3jHh562GnnMwY3jRsck target=_blank"">🔎 </a>",0,10,29,67,51,3,3,-3,7750,395268.0,16296,977758.0,[vvaifu eliza UNIPCS]
11,C7T25UbWpFmgzhPemHEKKfM5BLJJbHE19ZA9ndzwXVH3,"<a href=https://gmgn.ai/sol/address/C7T25UbWpFmgzhPemHEKKfM5BLJJbHE19ZA9ndzwXVH3 target=_blank"">🔎 </a>",0,0,27,71,70,1,14,80,5681,397670.0,4519,388666.0,[MemesAI]
13,FbhggX4ZuXrGJ1E6XFUQfjCk35jy8RSjPrCUBiBoxXnq,"<a href=https://gmgn.ai/sol/address/FbhggX4ZuXrGJ1E6XFUQfjCk35jy8RSjPrCUBiBoxXnq target=_blank"">🔎 </a>",15,7,33,26,21,1,3,33,6009,126194.0,5730,126055.0,[Ban]
9,J84pvUHUXAiw2EXtqhTvXKZFWKhEQa69dUJbfmLiH8ZG,"<a href=https://gmgn.ai/sol/address/J84pvUHUXAiw2EXtqhTvXKZFWKhEQa69dUJbfmLiH8ZG target=_blank"">🔎 </a>",1,8,22,99,83,4,9,22,2787,231341.0,4146,381419.0,[CENTS ZEREBRO $slop BULLY]
13,FA4sf42nHK3zrAga2wTxbRxiGdegsgy2dRHmwNWad7uf,"<a href=https://gmgn.ai/sol/address/FA4sf42nHK3zrAga2wTxbRxiGdegsgy2dRHmwNWad7uf target=_blank"">🔎 </a>",0,10,30,46,40,2,4,24,7988,319500.0,7988,319500.0,[$RIF LAPUPU]
6,7G9mw36Uy4Nu6xZGo4m7AGUpjSZ1RPryKacTdMT1DUSm,"<a href=https://gmgn.ai/sol/address/7G9mw36Uy4Nu6xZGo4m7AGUpjSZ1RPryKacTdMT1DUSm target=_blank"">🔎 </a>",10,8,15,160,140,2,10,4,1246,174417.0,1220,175684.0,[Project89 koto]
14,CEBxYsY5wGXyMfPmh18CjPHXuwP96EYEhtf86neky8Jc,"<a href=https://gmgn.ai/sol/address/CEBxYsY5wGXyMfPmh18CjPHXuwP96EYEhtf86neky8Jc target=_blank"">🔎 </a>",3,0,46,27,26,3,7,160,18562,482610.0,23938,646323.0,[$RIF $URO GOAT]
11,EZgZ3cnhjGjK3sU7ZHWakmAMwXUzYhu77d1ZUvBWjbzq,"<a href=https://gmgn.ai/sol/address/EZgZ3cnhjGjK3sU7ZHWakmAMwXUzYhu77d1ZUvBWjbzq target=_blank"">🔎 </a>",0,6,18,32,27,2,2,-22,3221,86954.0,3977,119310.0,[Pnut WORM]
13,43S5gbuHtC3UQxhdEzJpts1S1afmCqoGUEFx5iUhMznM,"<a href=https://gmgn.ai/sol/address/43S5gbuHtC3UQxhdEzJpts1S1afmCqoGUEFx5iUhMznM target=_blank"">🔎 </a>",0,21,36,90,71,2,19,1529,8214,583212.0,8065,588766.0,[FRED LUCE]
13,FyKR7QpETzPgZ1TTdP1j54X8jHk9ceunXkjyzSUnuwPA,"<a href=https://gmgn.ai/sol/address/FyKR7QpETzPgZ1TTdP1j54X8jHk9ceunXkjyzSUnuwPA target=_blank"">🔎 </a>",0,0,20,5,5,1,1,54,15274,76372.0,15274,76372.0,[OPUS]
9,xjczByprbGUnn89KRm62zv8cnDhSJhUuGDntuXf8gCq,"<a href=https://gmgn.ai/sol/address/xjczByprbGUnn89KRm62zv8cnDhSJhUuGDntuXf8gCq target=_blank"">🔎 </a>",0,0,22,9,9,1,2,-10,2727,24546.0,2727,24546.0,[SHEGEN]
13,9EL6T9ziknkm18KJ4PpKzZ4Bu4E4zbxQGajCATH6Cgw7,"<a href=https://gmgn.ai/sol/address/9EL6T9ziknkm18KJ4PpKzZ4Bu4E4zbxQGajCATH6Cgw7 target=_blank"">🔎 </a>",0,7,28,28,25,2,1,0,18254,456352.0,19145,497761.0,[Pnut GOAT]
11,4LKsQC8TAnMt223hk8jKc42wZdSeoUQAwAQFzPrBosgb,"<a href=https://gmgn.ai/sol/address/4LKsQC8TAnMt223hk8jKc42wZdSeoUQAwAQFzPrBosgb target=_blank"">🔎 </a>",6,12,28,141,109,4,10,-1,3414,372103.0,3571,414285.0,[Shoggoth ai16z MOODENG LUCE]
